DDM,EXP,val,subj_idx,gLen
thresh,oDel,1.7465602007278117e-5,46,1
thresh,cInfo,-2.4606957117395326e-4,46,1
bias,0,-0.05250907275695643,46,1
bias,oDel,0.030001932547416944,46,1
bias,cInfo,-0.2521620894868241,46,1
drift,0,0.015739300889545955,48,6
drift,oDel,0.04742502364889652,48,6
drift,cInfo,-0.10952822654669722,48,6
thresh,0,1.003189924340996,48,6
thresh,oDel,0.002753786712074402,48,6
thresh,cInfo,-0.03227405723603666,48,6
bias,0,-0.022698164777103957,48,6
bias,oDel,-0.007007858434287048,48,6
bias,cInfo,0.4368969312724509,48,6
drift,0,0.14338933722893615,48,1
drift,oDel,0.06140816997009124,48,1
drift,cInfo,0.2350401149685359,48,1
thresh,0,0.9282328686132033,48,1
thresh,oDel,0.003551560997300548,48,1
thresh,cInfo,-0.03869270163004574,48,1
bias,0,0.06795974887272294,48,1
bias,oDel,-7.475132458827794e-4,48,1
bias,cInfo,-0.05317708552834573,48,1
drift,0,-0.05870790226404731,49,6
drift,oDel,0.04923520061600597,49,6
drift,cInfo,-0.44439021974744974,49,6
thresh,0,0.9419571879097745,49,6
thresh,oDel,0.0010431945938212436,49,6
thresh,cInfo,-0.001621272043733717,49,6
bias,0,0.10920593622473007,49,6
bias,oDel,-9.03696010874425e-4,49,6
bias,cInfo,0.06108377517791617,49,6
drift,0,0.02952650954081663,49,1
drift,oDel,0.08505617656525154,49,1
drift,cInfo,0.8366208094206953,49,1
thresh,0,0.9433166271721881,49,1
thresh,oDel,-0.0036642631915658488,49,1
thresh,cInfo,-0.03484400321513819,49,1
bias,0,0.0807963429730163,49,1
bias,oDel,0.007157137735800585,49,1
bias,cInfo,-0.4825000023235137,49,1
drift,0,0.126776361589377,50,6
drift,oDel,0.0445885336005755,50,6
drift,cInfo,-0.11437600099053123,50,6
thresh,0,0.8796521951453257,50,6
thresh,oDel,-8.508390664763486e-4,50,6
thresh,cInfo,-0.00967143184428719,50,6
bias,0,-0.06059760633741379,50,6
bias,oDel,0.004883328172274287,50,6
bias,cInfo,-0.15813416279547154,50,6
drift,0,-0.027300869574454732,50,1
drift,oDel,0.07463781376298392,50,1
drift,cInfo,-0.0698181994626512,50,1
thresh,0,0.9860701659530041,50,1
thresh,oDel,-0.003022126745599962,50,1
thresh,cInfo,-0.049306457707699224,50,1
bias,0,-0.06597518470844338,50,1
bias,oDel,0.0037680915166875386,50,1
bias,cInfo,-0.14086571549521243,50,1
drift,0,-0.14400548087461457,51,6
drift,oDel,0.023645111705800567,51,6
drift,cInfo,-0.6871756270685724,51,6
thresh,0,0.6015262193065655,51,6
thresh,oDel,-2.849288116800388e-4,51,6
thresh,cInfo,-0.055479586074933994,51,6
bias,0,-0.06782468879953873,51,6
bias,oDel,0.016845758204674263,51,6
bias,cInfo,-0.06790040670216033,51,6
drift,0,-0.2742867055267675,51,1
drift,oDel,0.07389901012864744,51,1
drift,cInfo,-0.08921625386426187,51,1
thresh,0,0.792684650094369,51,1
thresh,oDel,0.003796977116610163,51,1
thresh,cInfo,0.00570321384309797,51,1
bias,0,0.14285707561939875,51,1
bias,oDel,0.017211560107681476,51,1
bias,cInfo,-0.06301945979329801,51,1
drift,0,-0.09037090920707029,52,6
drift,oDel,0.04243367021883234,52,6
drift,cInfo,-0.8259770999907088,52,6
thresh,0,0.9019942525575255,52,6
thresh,oDel,-1.559363803524104e-4,52,6
thresh,cInfo,0.014283032601991541,52,6
bias,0,-0.11426282975114949,52,6
bias,oDel,0.007356952793946499,52,6
bias,cInfo,0.05950047123228726,52,6
drift,0,-0.044372205568721394,52,1
drift,oDel,0.04463665888098699,52,1
drift,cInfo,-0.46072421547542347,52,1
thresh,0,0.9899650128581654,52,1
thresh,oDel,0.0038454722421245933,52,1
thresh,cInfo,0.02867517405088667,52,1
bias,0,0.06400289489631394,52,1
bias,oDel,0.034623511436269495,52,1
bias,cInfo,0.013336614663122604,52,1
drift,0,0.1800167779111525,53,6
drift,oDel,0.012066289877784145,53,6
drift,cInfo,0.20822497203504642,53,6
thresh,0,0.7170510344713149,53,6
thresh,oDel,6.758349054427091e-4,53,6
thresh,cInfo,-0.0491450438422226,53,6
bias,0,-0.07592486317959757,53,6
bias,oDel,0.010501331384295414,53,6
bias,cInfo,0.2528208616812826,53,6
drift,0,-0.10692507955317351,53,1
drift,oDel,0.03580500696949335,53,1
drift,cInfo,0.2701392254161791,53,1
thresh,0,0.7956904508492545,53,1
thresh,oDel,0.002214890842844958,53,1
thresh,cInfo,0.03803670765110308,53,1
bias,0,-0.023944392807762616,53,1
bias,oDel,0.0123307329834301,53,1
bias,cInfo,0.10173400195831682,53,1
drift,0,0.11798639918774324,54,6
drift,oDel,0.061454012020412216,54,6
drift,cInfo,-0.08347126927307214,54,6
thresh,0,0.7309888699575631,54,6
thresh,oDel,0.002196378637105226,54,6
thresh,cInfo,0.01888270683024455,54,6
bias,0,0.0939258982679777,54,6
bias,oDel,0.011371763601397767,54,6
bias,cInfo,0.0668504763293322,54,6
drift,0,-0.17073122484211092,54,1
drift,oDel,0.11631872355198215,54,1
drift,cInfo,0.05419585550586418,54,1
thresh,0,0.7761069907403173,54,1
thresh,oDel,0.001314788302597832,54,1
thresh,cInfo,-0.04085442530653712,54,1
bias,0,-0.005797890406748718,54,1
bias,oDel,0.005244361352541765,54,1
bias,cInfo,0.022974623660641322,54,1
drift,0,-0.12005144491188574,55,6
drift,oDel,0.030470069802725208,55,6
drift,cInfo,-0.3074073014050992,55,6
thresh,0,0.7218913389820223,55,6
thresh,oDel,-9.124774187865816e-4,55,6
thresh,cInfo,-0.003127789560595315,55,6
bias,0,0.0018497118026550297,55,6
bias,oDel,0.0033025172265376524,55,6
bias,cInfo,-0.17159956922219322,55,6
drift,0,-0.09901012915643641,55,1
drift,oDel,0.05863963682997896,55,1
drift,cInfo,0.25335886217585274,55,1
thresh,0,0.868045529535553,55,1
thresh,oDel,-0.004779021188963209,55,1
thresh,cInfo,-0.0475303197841523,55,1
bias,0,-0.04010158423609894,55,1
bias,oDel,0.020901929215352364,55,1
bias,cInfo,-0.21155474250271117,55,1
drift,0,-0.0075052472583881525,57,6
drift,oDel,0.04746971200461208,57,6
drift,cInfo,-0.07624788928727844,57,6
thresh,0,1.0064268423251037,57,6
thresh,oDel,-0.0037101780681600663,57,6
thresh,cInfo,0.03732395222488887,57,6
bias,0,0.05815830358421914,57,6
bias,oDel,0.01747353549372371,57,6
